malesCount,femalesCount,notes,tankClean,destinationTankNumber,departmentId,groupId,co2,ammonia,gridColumn,do,nitrate,transferDate,uia,isActive,stockingDate,number,lastUpdated,gridRow,tankStatus,temperature,tankCleanDate,ec,strainOrLine,salinity,systemId,forSale,density,batchCode,alkalinity,requiredTask,stockingDensity,nitrite,stage,species,pondTypeId,ph,fishSize,fishCount,id,created_date,updated_date,created_by_id,created_by,is_sample
"30","300","","Yes","","6939cd656be03577a0a88ef1","","5.273026954225629","0","","8.6","100","","0","true","2026-03-31","GB99","2026-03-31T13:49:18.910Z","","Active","24.5","","3140","Lemon x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","Guppy x1","","7.18","","","69baa2bf82bbe2a92f0cab51","2026-03-18T13:03:59.086000","2026-03-31T13:49:19.696000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.99","100","","0","true","","GB100","2026-04-13T12:55:04.563Z","","Empty","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab52","2026-03-18T13:03:59.086000","2026-04-13T12:56:30.102000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","5.273026954225629","0","","8.6","100","","0","true","2026-04-13","GB101","2026-04-13T12:55:40.063Z","","Active","7.15","","3140","Blue Snake Skin x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","Guppy x1","","7.18","","","69baa2bf82bbe2a92f0cab53","2026-03-18T13:03:59.086000","2026-04-13T12:55:40.590000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB102","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab54","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.342000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","5.273026954225629","0","","8.6","100","","0","true","2026-04-13","GB103","2026-04-13T12:56:13.926Z","","Active","7.15","","3140","Blue Snake Skin x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","Guppy x1","","7.18","","","69baa2bf82bbe2a92f0cab55","2026-03-18T13:03:59.086000","2026-04-13T12:56:14.413000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB104","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab56","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.352000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB105","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab57","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.366000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","","0","","8.6","100","","","true","","GB106","2026-03-31T05:20:56.000Z","","Active","7.15","","3140","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","","","7.18","","","69baa2bf82bbe2a92f0cab58","2026-03-18T13:03:59.086000","2026-03-31T05:20:57.359000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","","0","","8.6","100","","","true","","GB107","2026-03-31T05:20:56.000Z","","Active","7.15","","3140","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","","","7.18","","","69baa2bf82bbe2a92f0cab59","2026-03-18T13:03:59.086000","2026-03-31T05:20:57.382000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","","0","","8.6","100","","","true","","GB108","2026-03-31T05:20:56.000Z","","Active","7.15","","3140","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","","","7.18","","","69baa2bf82bbe2a92f0cab5a","2026-03-18T13:03:59.086000","2026-03-31T05:20:57.387000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB109","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab5b","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.426000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB110","2026-04-13T12:54:09.742Z","","Empty","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab5c","2026-03-18T13:03:59.086000","2026-04-13T12:54:40.596000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"21","300","","No","","6939cd656be03577a0a88ef1","","5.273026954225629","0","","8.6","100","","0","true","2026-04-09","GB111","2026-04-12T10:25:36.979Z","","Active","7.15","","3140","Yellow Neon x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.2","","Guppy x1","","7.18","","","69baa2bf82bbe2a92f0cab5d","2026-03-18T13:03:59.086000","2026-04-12T10:25:37.574000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"20","300","","No","","6939cd656be03577a0a88ef1","","","","","","","","","true","2026-04-09","GB112","2026-04-12T10:25:48.408Z","","Active","7.15","","","Yellow Neon x1","","69b402793e6eb5f2dcbe6eb2","","","","","","","","","Guppy x1","","7.18","","","69baa2bf82bbe2a92f0cab5e","2026-03-18T13:03:59.086000","2026-04-12T10:25:48.930000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"15","300","","No","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","2026-04-09","GB113","2026-04-09T08:33:22.780Z","","Active","25.3","","2230","Yellow Neon x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy x1","","7.77","","","69baa2bf82bbe2a92f0cab5f","2026-03-18T13:03:59.086000","2026-04-09T08:33:23.519000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB114","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab60","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.414000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB115","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab61","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.394000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"26","290","","No","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","2026-04-09","GB116","2026-04-09T09:51:06.786Z","","Active","25.3","","2230","Yellow Neon x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy x1","","7.77","","","69baa2bf82bbe2a92f0cab62","2026-03-18T13:03:59.086000","2026-04-09T09:51:07.347000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB117","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab63","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.410000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB118","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab64","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.401000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB119","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab65","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.461000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB120","2026-04-09T08:31:14.123Z","","Empty","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab66","2026-03-18T13:03:59.086000","2026-04-09T08:31:30.541000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB121","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab67","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.429000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB122","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab68","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.451000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","2026-04-09","GB123","2026-04-09T11:33:37.819Z","","Active","25.3","","2230","Red Snakeskin x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy x1","","7.77","","","69baa2bf82bbe2a92f0cab69","2026-03-18T13:03:59.086000","2026-04-09T11:33:38.435000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","","","","","","","","true","2026-04-09","GB124","2026-04-09T11:34:09.921Z","","Active","","","","Red Snakeskin x1","","69b402793e6eb5f2dcbe6eb2","","","","","","","","","Guppy x1","","","","","69baa2bf82bbe2a92f0cab6a","2026-03-18T13:03:59.086000","2026-04-09T11:34:10.551000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","2026-04-09","GB125","2026-04-09T11:34:37.629Z","","Active","25.3","","2230","Red Snakeskin x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy x1","","7.77","","","69baa2bf82bbe2a92f0cab6b","2026-03-18T13:03:59.086000","2026-04-09T11:34:38.796000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","No","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","2026-04-09","GB126","2026-04-09T11:35:10.040Z","","Active","25.3","","2230","Red Snakeskin x1","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy x1","","7.77","","","69baa2bf82bbe2a92f0cab6c","2026-03-18T13:03:59.086000","2026-04-09T11:35:10.701000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","","","","0","true","","GB127","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab6d","2026-03-18T13:03:59.086000","2026-04-06T09:22:02.479000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","1.355376624556811","0","","8.6","100","","0","true","","GB1","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0caafc","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.087000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB2","2026-04-05T09:23:50.000Z","","Empty","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0caafd","2026-03-18T13:03:59.085000","2026-04-06T09:23:50.327000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB5","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0caafe","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.092000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB7","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0caaff","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.118000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB8","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab00","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.078000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB11","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab01","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.076000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB12","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab02","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.131000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB13","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab03","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.074000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB18","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab04","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.573000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB19","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab05","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.086000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB20","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab06","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.575000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB21","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab07","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.564000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB22","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab08","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.097000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB23","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab09","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.598000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB24","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0a","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.622000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB25","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0b","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.571000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB26","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0c","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.578000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB27","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0d","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.581000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB28","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0e","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.614000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB29","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab0f","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.110000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB30","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab10","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.110000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB31","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab11","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.626000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB32","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab12","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.158000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB37","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab13","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.122000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB38","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab14","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.205000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB39","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab15","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.678000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB40","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab16","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.590000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","Yes","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","2026-03-22","GB41","2026-04-05T09:22:01.000Z","","Active","25.3","2026-03-22","2230","Full Red","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy","","7.77","","","69baa2bf82bbe2a92f0cab17","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.573000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"30","300","","Yes","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","2026-03-22","GB42","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","Full Red","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","Guppy","","7.77","","","69baa2bf82bbe2a92f0cab18","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.598000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB43","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab19","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.589000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","1.355376624556811","0","","8.6","100","","0","true","","GB44","2026-04-05T09:22:01.000Z","","Active","25.3","","2230","","","69b402793e6eb5f2dcbe6eb2","","","","40","","","0.075","","","","7.77","","","69baa2bf82bbe2a92f0cab1a","2026-03-18T13:03:59.085000","2026-04-06T09:22:02.635000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef0","","0.39089488838232367","0","","9.18","0","","0","true","","SC3","2026-04-09T07:18:42.637Z","","Active","24.3","","261","","","69b402793e6eb5f2dcbe6eb0","","","","40","","","0.3","","","","8.31","","","69baa23281211626c8d27b78","2026-03-18T13:01:38.175000","2026-04-09T07:18:43.195000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","0.39089488838232367","0","","9.18","0","","0","true","","SC4","2026-04-05T13:09:19.000Z","","Active","24.3","","261","","","69b402793e6eb5f2dcbe6eb0","","","","40","","","0.3","","","","8.31","","","69baa23281211626c8d27b79","2026-03-18T13:01:38.175000","2026-04-05T13:09:20.464000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","0.39089488838232367","0","","9.18","0","","0","true","","SC5","2026-04-05T13:09:19.000Z","","Active","24.3","","261","","","69b402793e6eb5f2dcbe6eb0","","","","40","","","0.3","","","","8.31","","","69baa23281211626c8d27b7a","2026-03-18T13:01:38.175000","2026-04-05T13:09:20.446000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","0.39089488838232367","0","","9.18","0","","0","true","","SC6","2026-04-05T13:09:19.000Z","","Active","24.3","","261","","","69b402793e6eb5f2dcbe6eb0","","","","40","","","0.3","","","","8.31","","","69baa23281211626c8d27b7b","2026-03-18T13:01:38.175000","2026-04-05T13:09:20.461000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
"","","","","","6939cd656be03577a0a88ef1","","0.39089488838232367","0","","9.18","0","","0","true","","SC7","2026-04-05T13:09:19.000Z","","Active","24.3","","261","","","69b402793e6eb5f2dcbe6eb0","","","","40","","","0.3","","","","8.31","","","69baa23281211626c8d27b7c","2026-03-18T13:01:38.175000","2026-04-05T13:09:20.455000","6939cb8e222f808c3d88aea9","nirmeshulam8@gmail.com","false"
